ID, UUID, Time (s), Siblings Left
546, b2b87457-bf74-5a8b-b027-e09bad6042f0, 220, 0
649, d5539647-a481-5875-a5bc-3e69d3647b88, 7530, 0
719, ef2f8598-7482-55fc-ac27-51e76d93ad9f, 21600, 42
192, 3bb4dca4-9f55-50eb-beba-cc38f79e1f26, 1940, 0
523, ab630559-1787-5d7b-b5a1-1de331558c70, 5870, 0
582, bd5a32ce-eb19-5f82-97a8-4d0f81ad6201, 21600, 42
612, cab9c0f4-f2f9-567b-b7ad-ba71be03f28e, 10, 0
621, cd8ad737-d4a0-56a8-b643-823aba36c469, 21600, 98
650, d601afee-627b-5463-a7d3-0624a690a750, 21600, 2
127, 27cd5394-458f-5566-8fe1-dc36856612f5, 21600, 42
299, 61041c97-6cea-5bd4-a49f-ee380dac4de1, 21600, 22
316, 663d96b5-2061-5cd6-8adc-f75bc3bd4e5d, 21600, 4
633, d20604b8-1c55-5e57-b13a-209f07bc9e0c, 21600, 2
665, dafbfe6b-f17a-5550-9d51-65ea2c957875, 10, 0
242, 4f4bbddf-695d-5dab-ab2f-6795fbe59695, 21600, 17
364, 75a39468-f4b7-5c98-9f3a-9af030b2d191, 21600, 98
448, 9212b8a8-d534-536c-84ca-624d7cd87df7, 6680, 0
704, e8ed6e40-29c8-5d14-8f1f-8e32cc3c5f69, 21600, 2
339, 6d7e82f3-a8f3-5313-90b9-67145c1f05ed, 21600, 4
379, 7a756a47-b9b5-57d1-a09f-ba133f90681c, 170, 0
399, 844dc6e2-d028-5cce-b7e6-d0a1fc683793, 21600, 42
607, ca592c10-82d8-5a19-8712-3e16116f6146, 10, 0
631, d1b41a85-9984-560c-b1e9-e0d360fda52d, 21600, 98
732, f617854e-81f2-5fe5-a951-b674ecc5a5bf, 10, 0
75, 16706d0d-ccb6-5991-9e14-c87a12d8a7b2, 21600, 25
180, 395005af-a42c-587f-9c46-860f3061ef0d, 10, 0
382, 7af327f3-39f0-5506-87a3-9874be5e6ef1, 10, 0
29, 0a7b06ae-b165-5459-91f2-22df3aca3684, 21600, 98
222, 47a45bc8-8a1f-5078-a6d1-fb5032d18e85, 10, 0
243, 4f8afedf-47ee-56cf-b44a-0ae47e8927ac, 21600, 22
275, 5ae5e068-5567-5247-930f-9f3c1246ac9d, 10, 0
358, 72fca8bf-6a7e-5ceb-a89b-1d1a254e26e4, 21600, 98
571, ba9c3eff-7ffa-5794-aac8-3dadf3e21a1c, 12100, 0
598, c28e4ace-2786-50fb-9910-b38f21eecf88, 10, 0
639, d2cd8032-061d-58b4-ae2b-153a90aa2558, 10, 0
673, dd9c1b0c-c990-52f8-be37-e99ed371e1ab, 21600, 98
15, 059503cf-2765-56de-a2f7-17a8eca7609c, 21600, 2
20, 077eed9d-aae7-5466-bfc3-6e18030af8f1, 21600, 4
30, 0a8386d3-dbfe-562f-8e89-28163751e9a4, 21600, 2
49, 0ed76aca-9228-5b47-9df4-f2d0089ba92d, 21600, 98
92, 1bffc7cc-a3c0-5f3b-8510-fc6da04d641d, 21600, 2
139, 2b272ed8-d247-59e2-8e80-d2cd1bb78099, 10, 0
220, 46bb91f1-97ec-524a-8219-46b103de89fd, 21600, 2
427, 8a741ccd-b04e-5173-bc0d-bb676c6948fd, 50, 0
429, 8b7f5468-3c05-504a-bc4d-1b0313aa1914, 150, 0
509, a66a493e-e89b-5ba1-a55f-a573bb97ba23, 21600, 3
303, 62456cbd-ec7b-53c4-9302-ec18fd7c94a9, 10, 0
356, 722bac54-352e-5995-a718-6b30c585241c, 10, 0
640, d2e9ea6e-e08e-5d02-8c4e-0d776d908b11, 21600, 14
691, e4baf164-7189-5407-8819-791f5be40f02, 20, 0
87, 196802d4-da8d-5ba6-b3de-b91532d982d3, 20, 0
133, 28d989b9-a88a-52ec-b88f-bdf5e936e8cc, 10, 0
210, 42e7dcd2-1fc4-53f8-8d7b-0d6df311dc0b, 10, 0
229, 4aea6ecd-ca3b-5871-a75f-e694968d8c4f, 10, 0
300, 61386a09-f72c-507d-908c-ff4d422b30e2, 21600, 2
686, e2037881-cb16-5e2a-b58f-7071d220fe2b, 21600, 98
302, 6187b17d-ae41-5e8d-821e-84ff726ae371, 250, 0
360, 730a2ba4-eaef-52e3-b4d7-77ac153ab9ab, 240, 0
402, 8497a2a1-9d30-52e5-93b5-459968263c66, 21600, 42
605, c766d606-56f6-5ec1-9319-f89a8e5082da, 10, 0
628, d017a7d4-2088-5792-9fbe-689bd6cafdcd, 21600, 22
671, dd233793-c847-59c7-b5ba-8be19b0dcea9, 10, 0
500, a3354246-a65f-5569-813a-448da444303a, 21600, 98
561, b7f2094f-5f81-5734-8fa0-04955b94b691, 21600, 4
67, 13d836c5-5992-581b-89cc-f874d39eb896, 30, 0
202, 3f816cd2-a333-58ca-84d0-0e7be661ea17, 21600, 2
263, 55c37ab8-1842-52d7-83b9-f9689893afd0, 21600, 98
336, 6cab9638-bde9-5684-8244-ce7dee5ace80, 21600, 17
473, 9bd40dc1-e5f1-5f6a-81d3-b466d43842d0, 21600, 4
672, dd2bae66-6734-52fd-9dca-17a39594372b, 10, 0
45, 0e519b18-3c2c-5949-8eaa-fbede13c3727, 21600, 98
76, 17325726-fd46-53f4-b564-9cc9e78262b2, 40, 0
305, 62ac7bd8-f09f-5d38-be13-9c19fa720d64, 10, 0
328, 6977a825-fb1c-5e21-9b93-7d3cbcc726f8, 21600, 14
404, 84dc972d-65d0-532e-82af-eb41b93f3532, 21600, 25
674, ddcfe8d8-7f19-55ba-94dc-60513f68ea37, 12140, 0
46, 0e659803-baf8-51d3-9bc4-f8726bfa617d, 21600, 36
181, 39836fe4-4435-5860-9351-ba3eee5f8de2, 10, 0
213, 43847276-97b8-5bfc-b33a-7c5ecb9b4c92, 21600, 3
261, 5568ca86-fcd1-5dc3-b4f3-2a2f0f62545d, 21600, 2
366, 76a6de71-7636-56cd-9eea-d5aad7ac1269, 1910, 0
430, 8b8f53ab-bf88-53f1-b177-480c1ea06cea, 12010, 0
431, 8beb0958-83d8-5301-b950-9300e24d9914, 8420, 0
435, 8db02180-8a91-56fb-9c0f-5ead66d220e2, 750, 0
536, ada96576-dc15-52ed-9bbd-0c85ce2f51b9, 10, 0
563, b8e51311-a54d-56c2-8a87-2eae0ec68cdc, 20, 0
23, 08a8c3bc-1f83-5e7b-b6a4-4849ba58ee14, 90, 0
186, 3ac1cf06-c9a1-5613-bcbe-50a876b67ec4, 90, 0
264, 55edc102-c487-55e8-9ab7-08c0ee2c59a4, 1200, 0
411, 862bceb1-85b2-5e7d-8913-bf4918436e74, 21600, 3
670, dc9c3454-00db-5632-a3c9-c20a0e5d2888, 50, 0
726, f289c092-fbc1-5886-9cf4-b5e01611921b, 20, 0
11, 03a572ea-f261-5b8c-8728-96b8ecbc8f1d, 21600, 98
89, 19daf0f0-2217-5f91-99e8-6efc564b2979, 10, 0
203, 3f817539-41aa-56f4-8bf8-88598e2f5c2b, 200, 0
260, 5535254b-7402-59ef-85e3-039d4f30af08, 21600, 3
688, e2eb2d4e-fd7e-535c-a548-47280f0e02c4, 620, 0
124, 276a39a2-a25a-565f-a62d-d72058bc876c, 21600, 3
253, 51c718bf-e1bb-5dcd-8c6f-02b862205e37, 21600, 25
381, 7aba1654-b7da-5d5a-bb11-4eb369972ed1, 30, 0
387, 7f2d4f14-3cf0-5a9e-8f7d-3a41ceeaeb72, 21600, 17
440, 8e8f5af7-861e-5679-a4f4-c419f3ea2d6d, 21600, 2
458, 9523d443-8bd8-58b3-9147-e905940b2e9b, 330, 0
487, 9f4e9cb1-7a7b-5140-864a-484b1dae0118, 10, 0
504, a5012774-7eac-5671-a759-c8c5e63ce0aa, 21600, 14
569, ba24c977-a5ff-5622-adaa-311af963dce2, 21600, 4
587, bf3ca8be-a9fa-54f5-8319-6c3e5d6e76ad, 940, 0
694, e4d4df35-2b0d-562a-801c-8f588dcf803a, 10, 0
118, 2544390c-0580-5926-9def-1e970bdc1eff, 21600, 2
164, 340a8d2b-e286-58ee-811a-21941fcc1132, 10, 0
393, 8212386e-d472-55de-b97e-55c3bfb45ee5, 10, 0
627, cf1e70b0-ac7d-533a-a467-d2475fbed0cc, 10, 0
739, f9ebf78a-f787-5266-9644-08fb717ac60f, 10, 0
28, 0a764342-837c-5996-8e5f-5ddc17ea2595, 21600, 36
156, 30c3d3d9-6280-592c-b5f0-dcf86c202bad, 21600, 25
175, 384fb9ae-5c5e-53c3-9622-ac2b3c4eb769, 21600, 4
249, 50a8b458-c396-5992-8958-a88d482aaaa6, 10, 0
737, f93dd649-706b-57d2-afe5-331134a1dc1d, 21600, 22
111, 20dbd4ec-74a5-5cfa-b99b-c75358487eb9, 600, 0
148, 2ebd1c29-e3df-5ccc-89cc-4d21a1bb8f67, 21600, 98
185, 3a8583af-5f5e-5df1-bc5b-bee699bc8107, 7530, 0
453, 932eb49e-2a3a-5a7d-adbb-cc504624a869, 21600, 2
541, b018b243-79dd-574b-917e-695026096160, 140, 0
113, 219e75b2-017a-5928-adad-6294a3310af0, 21600, 25
173, 37dc8b7c-3839-50db-904c-758164b64954, 10, 0
401, 848d3004-67a6-5bf7-a058-7835b73dff7f, 18900, 0
617, ccf23d09-f979-588e-92ef-72fe2368ccd1, 210, 0
121, 2751cf6b-f0a7-5c6f-8238-a87c5df8eb05, 21600, 36
144, 2d0a855c-df36-56db-a518-66058f4ce9a6, 21600, 42
204, 3f8d9f0e-7319-55bd-bc40-d626ceb26090, 21600, 98
207, 41f9268b-5f90-5ae5-899e-332340047f1a, 21600, 36
241, 4f35465a-c270-5284-9f31-ff6737a7d54e, 21600, 36
454, 936e9c88-af2f-5a59-bf6f-28923d33f98c, 30, 0
502, a387045c-d0ae-52e6-bac8-7f1f6ec4af93, 21600, 36
513, a7653f02-7af6-5198-8e6a-ac734d4400de, 21600, 98
538, ae793445-2136-55eb-95b2-c2cc330c4d8a, 260, 0
93, 1c0a1285-a10d-5a6d-b538-b1954b2c9124, 21600, 98
216, 453158e3-258a-5a0c-80e7-cef68a51e56e, 21600, 17
247, 50159f8f-3788-53f5-8a7b-83175d50dd92, 21600, 42
730, f4c42f47-4e54-5181-b6ce-48f83dc0d900, 8910, 0
43, 0de7ce55-5eb6-59d9-bcf6-86dbf01de508, 21600, 22
297, 603f5dc2-f35f-5a7e-ac2a-e7734d462e2e, 10, 0
620, cd6733cb-003b-5ef8-a358-59c6698c84f4, 260, 0
746, fb7a5216-c1e2-5488-99ac-b5b167a6c7a4, 21600, 36
98, 1d29f6d7-0d4e-5302-bcf2-63cb47af533b, 10, 0
142, 2bc0fed9-8ef7-528e-a12a-b7fd167ca940, 21600, 98
318, 670a0604-3155-5b21-b35f-0e28ddc43812, 21600, 42
371, 7846ca36-6260-52c3-9b70-f299179ed603, 21600, 98
437, 8e06176c-ab3e-53c5-8171-6e8456cf5e2b, 21600, 98
475, 9c72928b-7dd2-5b03-9c7c-ad9ba1c60fc7, 230, 0
376, 798dd9c4-0587-5b96-bdb8-7c9689681678, 21600, 22
409, 85b9df51-9952-5d3e-94e3-a21afb71d55e, 970, 0
558, b744aaac-d375-5b0b-a6a3-8abc94add23b, 10, 0
566, b9ddb34c-689c-5c9d-a26f-fdb529a663e5, 21600, 14
708, eabcdccc-c780-5d3f-b966-b47c6310b457, 21600, 3
21, 080eb277-63d3-57bd-a9ba-bd04f02ba65b, 21600, 17
31, 0a9433cc-5644-52c8-98d0-0fe11b54efb4, 21600, 98
481, 9e3f0f12-dc46-5388-85ef-1d41eba0daa1, 21600, 25
61, 126f912f-8bf3-5900-aba7-359f546256b8, 21600, 2
129, 2826b908-8530-5a9d-a29c-3928ba84b581, 10, 0
146, 2d339fdd-7d7a-57a3-b600-ab74419a759e, 710, 0
255, 5276f1fa-a112-5f23-ad79-b7b7985cb719, 6560, 0
412, 863a1b8d-a807-5b1a-b067-d03a81fbac42, 21600, 22
414, 86720dee-727f-5e67-9ff3-710973024345, 30, 0
14, 04d36032-ff91-5212-b690-eec2593ece31, 10, 0
63, 12f8a606-5593-545b-bcea-17c614080645, 21600, 22
477, 9d652d38-eb0e-5983-b251-fd5e8fa308ee, 40, 0
482, 9e63679d-59f1-572f-aab3-43ffeb34bc42, 21600, 36
519, aaa1be6d-d9c8-5acd-81ac-742de8500a76, 21600, 6
256, 52ca8293-cdf8-5991-91ed-c035dd84877b, 21600, 36
270, 57e3b775-bcf7-554e-8a90-8426ffe980fd, 10, 0
319, 67afc70f-d9c3-55d6-adda-6d08afc68e54, 10, 0
441, 8ecfe482-1838-5a87-9988-e2f55de0888c, 10, 0
565, b9c6c66a-ae05-5279-a65d-f95deda809a8, 6690, 0
594, c0de31af-bccf-5676-af71-70df2d66c443, 10, 0
681, dfc99105-c3cc-53bf-b16c-223cb8887076, 21600, 36
698, e67b68fe-6a72-5b0a-9a4b-8e3c0fc6e2f9, 21600, 36
171, 371b7b2c-2831-532e-a77d-d62b2b4ca496, 21600, 6
217, 45e4a3f9-01b6-5342-bb36-2de42d77f55b, 10, 0
225, 4a352ceb-0e5a-5a97-920d-42659fbad1d1, 21600, 98
385, 7c80364d-07d0-53dc-9619-eef87249b586, 21600, 36
444, 9035a60b-6fd4-5250-9e20-0e2ec24c2c53, 21600, 98
539, af3d2dba-32c2-5b78-84af-713fa6e8b7e9, 21600, 42
548, b36ccae6-03cc-58a5-8e0a-820ca37da77f, 21600, 2
593, c05dc094-88cb-5b16-a682-61cedcda00e8, 21600, 25
622, cddd07b3-0676-50af-ba45-ced1085107d2, 21600, 2
716, ed8db51b-1aab-5add-8a90-6597404916da, 5870, 0
718, ef1acb7e-2ed6-5eb0-a958-2782995824cd, 10, 0
724, f1c16874-e332-51bd-901e-6b6b283814c3, 21600, 2
725, f20dd546-5aa8-55ae-a6e8-a21c822fb59f, 21600, 42
9, 03905808-24e3-5cb9-b0fb-485eb2e9331e, 21600, 14
34, 0b83ed35-67fb-5e1f-ab85-06011f1dc2d1, 10, 0
131, 289a8431-9d55-561b-856b-dfff62b0a3c9, 21600, 42
170, 36d4e532-779e-50b2-b6ba-0a5f1703c787, 10, 0
176, 38b46ff6-0a6f-5841-9e89-affbad1ed9eb, 21600, 98
363, 746890b8-ceed-5b3a-9edf-279cc5e8d56f, 10, 0
410, 862851f6-c790-5b99-b778-87cf3f5b11b1, 21600, 42
459, 9554f7c8-b23b-5a28-a5ae-33d50144ee0c, 21600, 42
485, 9f165136-f88a-5c46-9c62-9f503d9e9925, 130, 0
516, a9ee6b31-0813-507a-b069-5cc855241a24, 21600, 4
597, c239874a-0abb-52d0-973f-27dd4f06b81f, 8890, 0
614, cafc31ea-c5e6-536e-9b51-a72e35907cbb, 21600, 2
159, 315a413f-b7b0-58aa-8d2a-df4648decfd2, 21600, 98
494, a1389121-6d13-54f3-8c60-651581ac6c3b, 21600, 98
734, f662f629-cc81-5ab0-89b4-3707738dc373, 10, 0
368, 7740b116-8a7a-514a-a82e-40e21e99c18b, 21600, 98
449, 922477e3-2b34-527b-b145-56a1d7327f66, 120, 0
474, 9c045ed4-9f33-5511-9cb3-a5ea752ec8e7, 410, 0
501, a34fcffc-d117-58d9-8164-102849b3b3fd, 21600, 17
510, a6fd8a56-7ab2-5f6b-95d5-e0e96cf3b271, 10, 0
753, fe7c5729-c580-5254-8ee1-ffb33375cdac, 21600, 14
3, 0133e620-fa49-5f03-86ba-762a4e318ea7, 10, 0
42, 0db02e2c-6bec-5aa4-9b83-e7daa17536ba, 10, 0
233, 4c161ab6-6272-5f61-9aaf-42c0e2f5d571, 21600, 17
285, 5d86a3bd-0b93-5e76-ae51-3eeddbab0ab1, 18900, 0
346, 6fd99d67-7e31-528b-8abe-1d65d73f5f16, 21600, 36
423, 88764253-d926-5a27-8b8e-767382e765f8, 10, 0
520, aac67e36-5827-50cb-9ed4-ae0d5fe55355, 10, 0
542, b0626ec3-abf4-520b-9b40-9373e7d15641, 10, 0
589, bf6465b4-85d5-5edd-8bf0-2acec187dc0a, 21600, 2
747, fc6a945d-0388-58e8-bcda-09be416f1f57, 10, 0
82, 18e5722f-7f68-54d6-a821-637f6657fef9, 21600, 42
196, 3c325ff3-ffde-5fc1-b658-c4e476dfc2f6, 21600, 25
286, 5d8c065c-a890-57fc-bf11-bec249b3c685, 21600, 98
348, 702b08e1-95a5-5a85-adcb-bbb0014eb0f3, 21600, 22
380, 7a7a4e36-62bf-58b1-aec7-737e2b0a1294, 21600, 2
652, d68ef7e0-5404-5743-9999-20499476da83, 21600, 2
717, ee04481b-c178-5f43-a1da-1d92b7c2e8f3, 10, 0
720, ef6e5b8c-81ac-5266-9c39-060e40206ba5, 21600, 2
735, f72c655a-7931-5c96-b074-f4a562f402f0, 150, 0
18, 062735df-0192-5181-9e3b-3e16da5fc1a3, 220, 0
84, 192d096f-4b2b-53f8-9794-d1c054b96474, 21600, 36
215, 44d81562-28b7-5730-a5d0-2d405f993148, 21600, 98
312, 653a704a-527a-5c27-8129-a1d21583b1e5, 8420, 0
486, 9f3a0035-4de2-5d98-a03a-1b84590a8e82, 21600, 17
551, b50979e9-f800-527a-9d8e-f3f2913ec19e, 210, 0
562, b832fa90-dc5b-5fed-b4f4-a1bdf6d8b554, 21600, 3
572, baa974b4-2caa-5315-9af3-ed08e200d742, 21600, 4
749, fcfcad19-fb74-5265-8951-8a0df6f467c7, 770, 0
152, 2f6d89aa-6b71-55cb-9be2-13613b62a38d, 30, 0
433, 8c84a99f-d549-5812-ae7b-99e4e5b897fc, 250, 0
661, d9dce271-4c57-5295-9078-d6a9c2ab0bc9, 21600, 3
729, f4a818c3-6a0e-5a53-b41a-60b83548306b, 260, 0
85, 1949f83c-c50f-59d5-b15d-c2cca2992f7c, 21600, 42
123, 275d6375-d407-53d2-a600-7dfb3ee544b2, 10, 0
163, 34062c79-b4a4-5103-a66a-3403572cc53f, 21600, 25
224, 492b3017-7319-5674-9902-4c66d669bfda, 21600, 42
390, 804d5b20-1cbd-51a7-9ca9-9025abd6e6a1, 21600, 36
415, 8673d524-3777-55c0-9281-12a0f2181857, 21600, 25
450, 92cbf732-ed6c-58a9-90cc-355b7d48947f, 21600, 36
460, 955e3dd8-a911-5e10-a5db-4fec2eb6c657, 21600, 17
738, f9a4127d-1192-5bd8-96b4-f914024f8a60, 10, 0
